No,입력시간(KST),날짜,연도,월,일,요일,플랫폼 1,플랫폼 2,콘텐츠 구분,프로그램,담당 부서,콘텐츠 제목,콘텐츠 형식,콘텐츠 내용,게시 담당자,진행 상태,비고,신청자,결과_링크,결과_첨부URL,결과_비고,직전 상태,상태 변경 KST,보류사유,재신청사유,취소사유,공연ID,
53,2026-06-05 10:00:00,2026-06-05 00:00:00,2026,6,5,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,fd,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,취소,,Avery Reed 08336,,,,예정,2026-06-02 14:59:07,,,,260613_01,
54,2026-06-02 15:00:00,2026-06-02 00:00:00,2026,6,2,화요일,인스타그램,-,공연,2026 브런치 콘서트 Ⅱ <클래식과 함께 하는 미술관 여행 Ⅱ>,예술사업팀,공연 홍보,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Cameron Lane 09790

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Cameron Lane 09790,,,,예정,2026-06-02 17:06:27,,,,260604_01,
55,2026-06-02 17:00:00,2026-06-02 00:00:00,2026,6,2,화요일,인스타그램,-,전시,기타,예술사업팀,신혜정 작가 인터뷰 카드뉴스,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Cameron Lane 09790

[본문]
𝗔𝗿𝘁𝗶𝘀𝘁 𝗜𝗻𝘁𝗲𝗿𝘃𝗶𝗲𝘄 - 신혜정 작가
 
""손은 감정과 관계, 삶의 태도를 드러내는 하나의 언어""
 
직접 안아보고, 움직여보고, 기대보고, 손을 잡아볼 수 있는 작업으로
관객과 작품이 하나 될 수 있는 예술을 하는 신혜정 작가의
따뜻함 가득한 몸과 감각에 관한 이야기를 만나보세요.",Cameron Lane 09790,완료,,Cameron Lane 09790,,,,예정,2026-06-02 17:06:33,,,,,
56,2026-06-04 16:00:00,2026-06-04 00:00:00,2026,6,4,목요일,인스타그램,-,예술교육,2026 화요살롱 이낙준,예술사업팀,화요살롱 B2B,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",상관 없음,완료,"16834
gscaltex",Avery Reed 08336,,,,예정,2026-06-04 17:31:20,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2026-06-25 03:00:00,2026-06-25 00:00:00,2026,6,25,목요일,카카오톡,-,공연,연극 <노인의 꿈>,예술사업팀,노인의 꿈 홍보,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문 (76자)]
-",Avery Reed 08336,취소,=-,,,,,예정,2026-06-05 10:49:37,,,-,260613_01,
58,2026-06-05 15:00:00,2026-06-05 00:00:00,2026,6,5,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,노인의 꿈 홍보,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Avery Reed 08336,취소,-,Avery Reed 08336,,,,예정,2026-06-04 16:45:02,,,,260613_01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2026-06-04 14:00:00,2026-06-04 00:00:00,2026,6,4,목요일,카카오톡,-,공연,연극 <노인의 꿈>,예술사업팀,노인의 꿈 홍보,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문 (76자)]
-",Avery Reed 08336,완료,=-,,,,-,예정,2026-06-04 17:30:50,,,,260613_01,
60,2026-06-05 11:00:00,2026-06-05 00:00:00,2026,6,5,금요일,블로그·맘카페,맘카페,공연,연극 <노인의 꿈>,예술사업팀,노인의 꿈 홍보 게시글,텍스트,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Cameron Lane 09790\노인의 꿈

[글 작성 방향]
 꿈을 꾸는 데 늦은 나이는 없다는 희망찬 메시지를 전달하며, 많은 관객들에게 '눈물과 웃음'을 동시에 주는 공감대 높은 작품으로 호평받은 가족과 함께 관람하기 더없이 좋은 가족 연극, 노인의 꿈",Cameron Lane 09790,완료,,Cameron Lane 09790,https://naver.me/FoXtnX5Q,,,예정,2026-06-05 16:37:45,,,,260613_01,
61,2026-06-05 15:00:00,2026-06-05 00:00:00,2026,6,5,금요일,블로그·맘카페,블로그,공연,연극 <노인의 꿈>,예술사업팀,연극 노인의 꿈 블로그 홍보글,텍스트,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Cameron Lane 09790\노인의 꿈

[글 작성 방향]
맘카페에 게시된 노인의 꿈 포스팅과 비슷한 내용 - 가족과 함께 보고 웃고 울고 감동 받을 연극 노인의 꿈 홍보용 블로그 포스팅. 블로그 톤을 살려서 티켓 예매 유도할 수 있도록 호기심을 자극해야 함",Cameron Lane 09790,완료,,Cameron Lane 09790,https://blog.naver.com/gscaltex_yeulmaru/224306796653,,,예정,2026-06-05 16:38:13,,,,260613_01,
62,2026-06-13 10:00:00,2026-06-13 00:00:00,2026,6,13,토요일,카카오톡,-,전시,기타,예술사업팀,오픈스튜디오 홍보,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Taylor Parker 05068\03-창작스튜디오\7기\4. 오픈스튜디오\지역 연계 프로그램\홍보물

[본문 (76자)]
창작스튜디오 입주작가님의 작업세계를 직접 보고 이야기 나눌 수 있는 시간!
6월 13일(토) 14일(일) 10시~17시 이틀간 오픈!",상관 없음,완료,이미지 파일이 안들어가지네여,Taylor Parker 05068,,,,예정,2026-06-13 14:25:18,,,,,
63,2026-06-12 10:00:00,2026-06-12 00:00:00,2026,6,12,금요일,인스타그램,-,전시,기타,예술사업팀,창작스튜디오 오픈스튜디오,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Taylor Parker 05068\03-창작스튜디오\7기\4. 오픈스튜디오\지역 연계 프로그램\홍보물

[본문]
인스타 스토리에 한번 더 게시해주세요",Cameron Lane 09790,완료,,Taylor Parker 05068,,,,예정,2026-06-12 11:32:21,,,,,
64,2026-06-11 17:00:00,2026-06-11 00:00:00,2026,6,11,목요일,인스타그램,-,공연,기타,예술사업팀,공연 관람료 할인 쿠폰,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\문서

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Avery Reed 08336,https://www.instagram.com/p/DZb-2JZkU6y/?img_index=1,,,예정,2026-06-11 16:34:18,,,,,
65,2026-06-11 16:00:00,2026-06-11 00:00:00,2026,6,11,목요일,카카오톡,-,공연,기타,예술사업팀,공연 관람료 할인 쿠폰,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문 (76자)]
텍스트",Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-06-11 16:02:48,,,,,
66,2026-06-10 10:00:00,2026-06-10 00:00:00,2026,6,10,수요일,B2B,GS칼텍스 여수공장 식당,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,헬로!오페라 영상-공장,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336",Avery Reed 08336,완료,-,Avery Reed 08336,,,,예정,2026-06-10 14:16:33,,,,260619_01,
67,2026-06-11 10:00:00,2026-06-11 00:00:00,2026,6,11,목요일,문자,마케팅 수신 회원,공연,연극 <노인의 꿈>,예술사업팀,연극 <노인의 꿈> 현장예매 할인 안내,텍스트,"[본문]
(광고) GS칼텍스 예울마루


(광고)[예울마루] 연극 <노인의 꿈> 현장예매 할인 안내

 

연극 <노인의 꿈>

현장예매시 선착순 50명 한도 1인 2매 10% 할인!

* 예매가능시간 및 장소 : 공연 1시간 30분 전 4층 매표소



□ 공연일시: 2026. 6. 13(토) 14:00, 18:00

□ 공연장소: GS칼텍스 예울마루 대극장

□ 관람연령: 초등학생 이상 관람 가능

□ 내용 상세: https://www.yeulmaru.org/performance/v/?u=1263



지금 당신의 꿈은 안녕하신가요?



네이버웹툰 평점 9.9

독자들이 선택한 '인생 웹툰' 이 무대 위에 그려지다!



손숙, 이일화, 남경읍, 이필모가

세월이 빚은 명연기로

전 세대를 사로잡을 유쾌하고 감동적인 연극!

잊고 있던 꿈을 향해 당신을 이끌어 줄

가장 평범하고도 마법 같은 순간이 찾아옵니다.



'웃음과 눈물, 그리고 삶의 온기'가 피어나는 무대!

연극 <노인의 꿈>을 예울마루에서 만나보세요!





▶ 가장 먼저 예울마루 소식을 접하는 방법?

▶ 예울마루 카카오채널 구독하기 : https://pf.kakao.com/_xfnxjxfd

 

문의 15447669

무료거부 0801564352

- 예울마루 카카오채널 구독: https://pf.kakao.com/_xfnxjxfd

문의 15447669
무료거부 0801564352",상관 없음,완료,,Taylor Brooks 05380,,,,예정,2026-06-11 10:21:25,,,,260613_01,
68,2026-06-11 13:00:00,2026-06-11 00:00:00,2026,6,11,목요일,인스타그램,-,예술교육,지역연계 프로그램,예술사업팀,잔여석 홍보,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\문서

[본문]
# 노출 타이틀
잔여석 안내
# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Cameron Lane 09790,https://www.instagram.com/p/DZbTPkJPKom/,,,예정,2026-06-11 10:16:44,,,,,
69,2026-06-11 16:00:00,2026-06-11 00:00:00,2026,6,11,목요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,이필모 홍보영상,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\문서

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Cameron Lane 09790,https://www.instagram.com/p/DZb7V16x-nv/,,,예정,2026-06-11 16:32:04,,,,260613_01,
70,2026-06-11 17:00:00,2026-06-11 00:00:00,2026,6,11,목요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,남경읍 홍보영상,영상,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\문서

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Cameron Lane 09790,https://www.instagram.com/p/DZb9sl-xBjv/,,,예정,2026-06-11 16:32:24,,,,260613_01,
71,2026-06-12 12:30:00,2026-06-12 00:00:00,2026,6,12,금요일,인스타그램,-,공연,연극 <노인의 꿈>,예술사업팀,ttew,이미지,"[참고자료 폴더]
OneDrive - GS칼텍스 예울마루\Avery Reed 08336

[본문]
# 노출 타이틀
gh
# 소개 문구
ghhghggh
# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Avery Reed 08336,취소,,Avery Reed 08336,,,,예정,2026-06-11 15:41:57,,,,260613_01,
72,2026-06-12 11:00:00,2026-06-12 00:00:00,2026,6,12,금요일,카카오톡,-,공연,연극 <노인의 꿈>,예술사업팀,노인의 꿈 영상(인터뷰),영상,"[참고자료 폴더]
https://gscaltexyeulmaru.sharepoint.com/sites/artsmanagement/Shared%20Documents

[본문 (76자)]
-",상관 없음,완료,,Avery Reed 08336,,,,예정,2026-06-13 09:03:30,,,,260613_01,
73,2026-06-13 12:00:00,2026-06-13 00:00:00,2026,6,13,토요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,공연 홍보,이미지,"[참고자료 폴더]
SharePoint > 예술사업팀 > 문서 > General > 2. 기획 공연 — https://gscaltexyeulmaru.sharepoint.com/sites/artsmanagement/Shared%20Documents/General/2.%20%EA%B8%B0%ED%9A%8D%20%EA%B3%B5%EC%97%B0

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,취소,,Cameron Lane 09790,,,,예정,2026-06-13 14:26:39,,,-,260619_01,
74,2026-06-18 11:00:00,2026-06-18 00:00:00,2026,6,18,목요일,문자,마케팅 수신 회원,대관,다음 달 홍보 일정,예술사업팀,다음 달 월간 일정 문자 발송,텍스트,"[본문]
(광고) GS칼텍스 예울마루


[공연]여수시립국악단 제49회 정기연주회
일정:7/2(목) 19:00 대극장
문의:000-0004-8100

[공연]베베핀뮤지컬 <두근두근새친구>
일정:7/4(토) 11:00/14:00/16:30 
7/5(일) 11:00/14:00 대극장
문의:000-0004-8101

[공연]제2회 류가연 가야금 독주회
일정:7/11(토) 17:00 소극장
문의:000-0000-9933

[공연]현의 떨림, 관의 숨결
일정:7/12(일) 15:00 소극장
문의:000-0002-1898

[전시]GS칼텍스 예울마루 기획전시
<숨: 쉬는 섬>
일정:07/21(화)~10/18(일) 매주(월)휴관 7층전시실
문의:예울마루 1544-7669
 
[전시]배병우 '여수' 사진집 출판기념 전시회
일정:07/01(수)~07/15(수) 매주(월)휴관 장도전시실
문의:000-0000-1635

[전시]제 8회 섬섬아트페어
일정:07/08(수)~07/12(일) 7층전시실
문의:000-0004-8102

[전시]우주를, 바다를-담다, 닮다
일정:07/24(수)~07/29(금) 장도전시실
문의:000-0000-8409

[교육]화요살롱_중증외상센터 이낙준
일정:6/30(화) 19:30 소극장

- 예울마루 카카오채널 구독: https://pf.kakao.com/_xfnxjxfd

문의 15447669
무료거부 0801564352",상관 없음,완료,,Avery Brooks 06336,,,,예정,2026-06-18 11:34:09,,,,,
75,2026-06-13 11:00:00,2026-06-13 00:00:00,2026,6,13,토요일,인스타그램,-,전시,기타,예술사업팀,오픈 스튜디오,이미지,"[참고자료 폴더]
SharePoint > 예술사업팀 > 문서 > General — https://gscaltexyeulmaru.sharepoint.com/sites/artsmanagement/Shared%20Documents/General

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-06-13 14:26:15,,,,,
76,2026-06-13 16:00:00,2026-06-13 00:00:00,2026,6,13,토요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,공연 홍보,이미지,"[참고자료 폴더]
SharePoint > 예술사업팀 > 문서 > General > 2. 기획 공연 — https://gscaltexyeulmaru.sharepoint.com/sites/artsmanagement/Shared%20Documents/General/2.%20%EA%B8%B0%ED%9A%8D%20%EA%B3%B5%EC%97%B0

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Cameron Lane 09790,https://www.instagram.com/p/DZhDHCYEaIC/?img_index=1,,,예정,2026-06-13 15:50:48,,,,260619_01,
77,2026-06-16 14:00:00,2026-06-16 00:00:00,2026,6,16,화요일,카카오톡,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,헬로!오페라 - 영상,영상,"[참고자료 폴더]
SharePoint > 예술사업팀 > 문서 > General — https://gscaltexyeulmaru.sharepoint.com/sites/artsmanagement/Shared%20Documents/General",Avery Reed 08336,완료,,Avery Reed 08336,,,,예정,2026-06-16 17:56:45,,,,260619_01,
78,2026-06-16 14:14:00,2026-06-16 00:00:00,2026,6,16,화요일,인스타그램,-,공연,2026 헬로!오페라 <세비야의 이발사>,예술사업팀,헬로오페라 쇼츠,영상,"[참고자료 폴더]
SharePoint > 예술사업팀 > 문서 > General — https://gscaltexyeulmaru.sharepoint.com/sites/artsmanagement/Shared%20Documents/General

[본문]
# 노출 타이틀

# 소개 문구

# 프로그램 개요
📍일 시 : 2026. 0. 0. (0) 00:00
📍장 소 : GS칼텍스 예울마루 00극장
📍가 격 : R석 0만원, S석 0만원
- 할인율:
- 홈페이지 회원 할인: 10%
📍관람 가능 연령 : 00세(00년생부터 관람 가능)

# 태그(출연진 또는 작가)

💕 자세한 내용은 프로필의 링크를 참고해주시기 바랍니다.",Cameron Lane 09790,완료,,Avery Reed 08336,,,,예정,2026-06-16 17:55:33,,,,260619_01,
